,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample60,Sample61,Sample62,Sample63,Sample64,Sample65,Sample66,Sample67,Sample68,Sample69,Sample70,Sample71,Sample72,Sample73,Sample74,Sample75,Sample76,Sample77,Sample78,Sample79,Sample80,Sample81,Sample82,Sample83,Sample84,Sample85
Vdac3,4.103552786,3.979035014,3.656962049,4.425218822,4.396242154,3.80421543,4.237828048,4.235618547,3.489894223,5.229398513,4.490147171,4.311416125,4.011625769,3.956845477,4.945352145,4.741742977,4.289083221,3.759305923,4.568531374,4.483184305,3.919518812,5.58335544,3.556373321,3.96581384,4.030536833,3.679357945,3.714300154,4.06584431,4.985120704,4.334939282,3.962445475,3.730888564,5.508465094,3.839932695,3.909092375,4.851909301,3.628647041,4.322337448,3.896383809,3.681017646,3.699411147,4.583854044,3.808437184,4.508211592,4.429411392,3.853978373,4.377567433,3.584144974,4.210132168,3.584092512,4.170449093,4.170449093,4.191315134,3.981649172,3.986437812,4.017752315,4.379940438,4.745146814,3.649841902,4.126591648,4.056291016,3.976628187,4.198850243,4.618017609,4.411926776,4.457578446,4.198491619,3.61362975,4.543791536,4.838613077,4.091956758,4.588853398,4.104701164,4.526645375,4.168591509,4.469448684,4.229555928,4.030161071,3.784877033,3.37504428,4.42348021,4.08317007,3.987497647,4.994703972,4.29095007
Vdac3,0.161729331,0.188083007,0.890843552,0.433246644,0.270904219,0.16956849,0.267100245,1.418866996,1.287548119,1.497127344,0.50936131,0.242683441,0,0.405460318,0.221496281,0.428426297,0.221467681,0.303625892,1.042339253,1.211325408,1.105278386,1.310132752,0.445697588,0.200911344,0.646692081,0.629235827,1.83562836,0.294412249,0.582332994,0.288733523,0.225233858,0.518716766,0.204967469,0.770505008,0.182181854,1.172251215,0.684084311,0.178565812,0.824714406,0.269886359,0.676482094,0.448881953,0.578398328,0.824595058,0.518854081,0.529034191,0.821655607,0.340159837,0.477981421,0.340144279,0.369823807,0.369823807,1.111691959,0.509646503,0.13216487,0,1.133803859,0.253532843,0,0.800864799,0.522444504,0.850433731,0.83859233,0.305541155,1.230194189,0.646921885,0.757316826,0.656253998,0,0.325767867,1.434604518,0.33260282,0.302567805,0.408617265,0.766459294,0.326128044,0,0.5000177,0.099580699,0.817602588,0.415774569,0.208811568,0.406887477,0.088586981,0.396021546
Kat6a,0.576569328,0.524611633,0.276885775,0.337307349,0,0.479338994,0.411681335,0.855908627,0,0.345220563,0.313782952,0,0,0.347757743,0.242960289,0,0.437639372,0,0,0,0.14845492,0.620513793,0.117729572,0.22113542,0.816285846,0,0,0.668394332,0.46111142,0,0.532473556,0.173438928,0.32178762,0.194537438,0.367636706,0.614134591,0.271577973,0,0,0.523757735,0.541297587,0,0.19677284,0,0,0.327020251,0.386084255,0,0.547570146,0,0.403324094,0.403324094,0.224380853,0.552427278,0.740540365,0.212373164,0.493465222,0.752207364,0,0.518954377,0,0,0.280445684,0.271571184,0.688118849,0.243245227,0.333625232,0.462359433,0.410109016,0.538638037,0.16357305,0.460069912,0.42080344,0,0,0.390172959,0,0.432223295,0.529521397,0.383925441,0.376668623,0.415961055,0.315445377,0.756049909,0
Tusc3,4.220147561,4.227752624,2.026770397,3.182863037,3.747674316,0,0,3.611196338,0,0,3.883206657,1.347299323,2.456737543,4.001346823,4.221816274,3.345250325,4.067214011,1.138954007,3.70802336,0,0,1.847278473,4.163014305,0,3.499878456,4.100786748,0,4.198366917,0,3.738103555,4.312940781,0,4.000667487,3.812308389,1.899576529,2.518349704,3.461832572,4.451128563,3.630133288,4.133495872,3.990993842,3.874740623,2.223444158,3.656127801,2.16462351,0,4.135539049,1.034232109,3.800508564,1.034197332,3.995916725,3.995916725,2.269703555,3.427219581,3.88637558,0,2.72936688,4.455486564,2.47742023,2.990573665,4.398332546,2.612217425,3.410600335,3.829266574,2.520431052,3.586387082,4.62358436,4.000382995,3.214257898,3.458400837,1.313155106,0,4.064451372,1.218128457,3.239356201,4.294164798,1.896350645,2.9752808,4.667926903,2.500486724,4.179089152,2.034380209,4.292618519,3.745353634,1.042665317
Pcm1,4.749057648,3.774052893,3.516087616,4.666466009,4.228670748,4.331692837,4.337737278,4.341306718,4.504183136,4.110233644,4.371640867,3.539763503,3.445060762,4.267723246,4.226177506,3.718381475,4.537780932,2.815526269,4.63185828,4.297813717,4.749138707,4.252700549,4.258004756,4.00286764,4.550075537,4.291427849,4.676497642,4.205217281,4.007658985,4.421220061,4.123052606,4.450683587,4.401236549,4.29818416,3.163405881,4.300447491,4.212814862,4.394628399,4.102901333,3.663567852,4.284845125,4.663789256,4.037779209,4.661926447,3.583477727,4.632540299,4.204751575,4.081986058,4.316290823,4.081933008,4.049876912,4.049876912,3.800137901,4.291345331,4.224864889,3.807439921,4.267005469,4.033278602,3.130487977,4.055050654,4.642685992,4.40441375,4.691644501,4.503339049,4.168732839,4.553712397,4.163805524,3.879816882,3.840116756,4.492475051,3.822967053,4.394967307,4.435926841,3.535540221,4.110422302,4.013240067,1.865518923,4.351659235,4.385453713,4.095262622,4.566592529,3.484541167,4.273455345,4.031622143,3.475045102
Pcm1,4.148826936,3.90435895,3.397454203,3.805410328,4.011743983,3.702738676,3.908246715,3.981447048,3.394219709,3.696376974,3.857021807,3.51688179,3.225532386,3.614231489,4.06671127,3.611531888,3.862429719,3.432892788,3.765915847,3.54587578,3.782000514,3.599416455,3.981733195,3.571404688,3.689224825,3.888443633,3.705799586,3.914882098,3.799538959,4.135497127,4.486340959,3.613715626,3.951992286,4.046062283,3.596115084,3.767892002,3.823813825,4.101122942,3.755397109,3.790548846,3.919640057,3.70901634,3.573126699,3.582120907,2.858178831,3.267261596,3.793027031,3.50233473,3.67555359,3.502282396,3.148180713,3.148180713,3.04342645,3.518497838,3.46209585,3.246646192,3.244602796,3.670390734,2.943294974,3.621611843,3.843810235,3.759200059,3.35609536,4.047644146,3.715294506,3.885543323,3.721300701,3.471422182,3.797775521,3.483945578,3.37531418,3.552163339,3.772587966,3.376682945,3.558105952,3.984626932,3.427969385,4.124254755,3.645949703,4.016008471,3.873973623,3.054374419,4.071839232,4.227358335,3.06186949
Pcm1,0,1.249858189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32427216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.310678583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcm1,1.38723651,1.718182143,2.001126543,1.477760914,1.335274601,1.636395779,1.998956308,1.146132299,1.130077742,1.444917257,0.874724616,1.879721929,1.904828892,0.899840538,1.103760834,0.768548724,1.312172206,1.49451623,1.508724157,1.854844391,1.593168105,1.485033777,1.443455674,1.767474536,1.577922765,1.244155625,1.43024762,1.260160933,1.565456752,1.884691828,1.592124582,1.384764629,1.198448134,1.201909622,1.538220317,1.033781265,1.374560033,1.299875789,1.423012973,2.020781777,1.66861295,0.841066733,1.864748976,1.47467396,1.937408577,1.519716587,1.380244204,1.408858064,1.359246612,1.408817293,1.475767868,1.475767868,1.519087392,1.520075811,1.385562147,1.521734806,1.393076891,1.115651753,1.224866553,1.661625771,0.952374396,1.330784381,1.370999023,1.10594159,1.501488795,0.982732874,1.326798649,2.120167684,1.717347634,1.18744498,1.383326893,1.53546522,1.349334328,1.476209339,1.568961326,1.051609802,2.312028583,1.499069406,0.932776472,0.892834148,1.26725672,1.645608128,1.482917497,1.774738494,1.955944023
Slc25a4,2.520396409,2.881236275,3.236434888,2.9427529,2.720734152,3.234035536,3.380891803,2.449948886,2.987030086,2.554567101,2.412501687,3.316830278,2.820045199,2.396466741,2.295706224,2.88734766,2.658743923,3.990232483,2.384873623,2.859544063,2.780998979,2.76058747,2.512974188,3.021505693,3.15626422,2.519795706,3.213005972,2.451809016,3.331661233,2.453199332,2.167517141,3.059088898,2.350754354,2.483011836,2.896270254,2.918749541,2.476699858,2.120413663,2.471467495,3.159492302,1.818386985,2.130050485,2.95435077,2.351694977,2.633161526,2.346413596,2.08376768,2.935388545,2.122795901,2.935337452,2.464167372,2.464167372,2.651539279,2.646490764,2.243611635,3.091555822,2.308663847,1.843609533,2.466859047,2.728246998,1.984153327,2.493243827,2.222901858,2.276898896,3.317622535,2.743806186,2.537305164,3.42830495,4.218599668,2.570871687,2.939715305,2.907148193,2.560030317,3.52105276,2.947402037,1.988528271,3.746228828,2.3009496,2.301366451,2.664739763,2.355078268,3.32739328,2.617364785,2.593927917,3.365224996
Slc25a4,4.159790809,4.173271889,4.649524201,5.428915935,4.030497346,4.228862574,4.304948481,4.440430206,4.530284523,4.534754862,4.341731762,5.23710116,4.687503922,4.296619851,4.216599166,4.336040308,4.252223383,4.818921054,4.276519725,4.546688369,4.417377468,4.409758196,4.166684121,4.379779639,4.146239338,4.231733009,4.725641873,4.267217214,4.673943668,4.303917103,4.057499704,4.451826577,4.274961173,4.463001809,4.807565123,4.901426362,4.414628992,4.170773602,4.421836234,4.570104714,4.226636576,4.179254412,4.397999826,4.238767214,4.520567197,4.25783579,3.941654123,4.178278924,3.840833237,4.178225791,3.852412016,3.852412016,4.220062039,3.999762567,4.199983515,4.583148812,4.351245475,4.170343447,4.397313101,4.178185718,4.090070074,4.298019551,4.219004963,4.09508335,4.484113061,4.403890818,4.905388386,4.315496547,5.066824531,4.381549984,4.628021403,4.591410249,4.254804581,4.646854615,4.473887788,3.919027132,5.031414955,3.990551974,4.030729953,4.313920629,4.148019647,4.732557444,4.108511431,4.150729697,4.840286462
Casp3,2.316333446,2.599568149,2.516122439,0,2.213343693,2.13312856,2.198734275,2.18518049,2.65299968,2.306965549,2.425037575,0,2.62804614,2.291654754,2.071670651,2.346553175,2.224060554,2.669224404,0,2.408988148,2.327104029,2.285671094,2.459073549,2.437294471,2.506600068,2.27192234,2.482228162,2.421352956,2.539312219,2.278344509,2.494617651,2.391908788,2.276249635,2.304560459,2.513617847,2.290740408,2.45858122,2.20173217,2.159435324,0,2.161407125,2.274795111,2.50562422,2.282912277,2.485050421,2.371945291,2.02266795,2.459230677,1.884186477,2.459181331,2.17112871,2.17112871,2.42291724,2.536241458,2.226312873,2.384899607,2.381576265,2.213575968,2.387287261,2.391370318,2.724169687,2.537452001,2.229785941,2.293185284,2.237639228,2.039495562,2.239946278,2.516566446,2.507043833,2.315681565,2.580453247,2.355080778,2.542160351,2.541171927,2.545584423,2.092161407,2.748384311,2.240393519,2.199933171,2.114274366,2.095666172,2.694869297,2.278197185,2.287122233,0
Stox2,0,0.388976406,0,0.257227591,0.252104573,0,0.101569283,0,0.039290117,0.02838312,0.175925076,0,0,0.277721664,0.418090853,0.222200912,0,0.079176407,0,0,0.095963239,0.0572771,0,0.049534598,0.190442665,0.288635031,0,0.487767599,0,0.17620643,0.558483953,0,0.209738854,0.272728604,0,0.186130096,0.148533459,0.272320492,0.11012624,0.222759758,0,0,0,0.106329463,0,0,0.233630746,0.045909764,0.058878823,0.045907342,0.18802305,0.18802305,0,0.187150631,0.207087261,0,0,0.124942885,0.0405541,0,0.305935226,0.084531579,0.212921327,0.305095977,0.085065759,0,0.505028602,0.499557547,0.301086979,0.084386275,0,0.114659885,0.174078705,0,0,0.133604087,0,0.036572167,0,0.024118643,0.34221923,0,0.211530021,0.247410764,0
Stox2,1.376316267,1.814293154,1.905060006,0,0,1.789728495,0,1.980772166,1.740485419,1.383378813,0,2.479454021,2.25913874,1.256339213,0,1.417314968,0,1.872446428,1.656726982,2.209800943,0,0,1.142369869,2.15723143,0,1.520840101,0,1.628045084,0,2.363979876,1.903356721,1.480862121,0,0,2.085007758,0,0,1.35217974,2.622507759,0,1.248999069,1.514382605,1.860098084,1.776196034,2.077905904,1.499561753,1.360120316,1.668517016,2.245765862,1.66847323,1.8155248,1.8155248,1.888292708,1.426582033,0,0,0,1.98774376,2.547377277,1.2740094,0,0,1.421547834,1.376431446,0,0,1.165747931,0,0,0,2.582694745,0,2.50084589,0,0,0,0,0,1.27065844,1.301305052,1.310230027,1.626074134,1.287220927,0,0
Stox2,0.872750682,0.467318978,0.944307965,0.231919965,0.640054868,1.006504876,0.440494842,0,0,0.429937423,0.609254202,1.562303721,0.981901154,0.166175317,0.618025242,1.147854134,0.7184026,0.570385354,0.476473211,0.542229159,0.189492755,0.169910685,1.064259662,0.865228372,0.764003024,1.030235643,0.751312673,0.479785671,0.843413548,0.471705195,1.124476907,0.547439105,0.618984981,0.597645651,0.621531747,0.148720739,0.766318274,0.922633778,1.323021961,1.000210713,0.454870661,0.705577527,0.447403655,0.380951849,0.930471102,0.969652268,0,0.705083773,0.935217033,0.705056473,0.430421335,0.430421335,0.848750727,0.892271551,0.651970441,0.571297123,0.676873671,0.829250912,1.374292744,1.385433635,1.187852343,0.60305153,1.373073424,1.001277211,1.599876549,0.683841697,1.027326203,1.069215487,0.79157917,0.626662935,0.871938566,0.583579531,0.614531653,0.546752027,0.196061499,0.477699551,1.137587136,1.222469951,0.880667172,0.974066695,0.858558283,0.607863192,0.756686572,1.146978411,0.875534949
Stox2,1.15220682,0.702909481,0.537072696,1.136347051,0.569607111,0.864364111,0.66731175,1.366439559,0.874846692,1.223341346,0.932332266,0.615279704,0.904019009,0.995048631,1.629542015,1.166134272,0.929619736,0,0.750004224,0.85248437,0.684962776,0.728161513,1.133689438,0.917272314,0.752512019,0.926988418,0.786815132,1.373840985,0.830410621,1.19781554,0.964124846,0.41767776,0.549666562,0.390994729,0.219712639,0.437478258,0.524131175,0.842216124,0.663490476,0.452907685,0.865709408,0.719578182,1.228285142,0.690253834,0.532018347,0.622362536,0.422738203,0.629912927,0.499953615,0.629887709,0.378921159,0.378921159,0.609946897,0.242455782,0.909021468,1.18491008,0.78127672,0.693912522,0.365520866,0.76258055,0.773489562,0.464020852,0.871981158,1.093107195,1.544385701,1.564555403,0.571594341,0.726608412,1.712677508,1.285037964,0.754013952,0.594502258,1.230525514,0.897647872,1.11188508,0.784988154,0.76680574,0.692499935,1.068100381,0.991301253,1.435063254,0.828161847,1.125509029,0.937914991,0.559148935
Gpm6a,3.011525815,2.207976023,2.34973868,3.178373973,2.524898735,2.866076887,2.533800146,1.715871326,1.380397736,2.381734172,2.5237859,2.745021355,3.111066438,2.772356972,3.546730111,4.18308522,2.044771657,1.99674931,1.898478082,2.770978284,1.844464697,1.564616385,3.526189846,3.255692321,3.095148889,3.753819264,3.158033311,2.957042077,3.140736134,3.57115259,3.326041004,3.47556851,3.176871621,2.873072227,3.028690336,2.716778187,3.578521546,2.455360312,2.868869542,2.478478253,2.415660207,1.913274377,2.029989424,1.947210891,2.638850278,2.211932461,1.113819636,0.743786586,2.984675882,0.743758274,1.751404654,1.751404654,3.090707015,3.382202872,2.297876717,2.647799595,2.361481599,2.708936203,3.360346437,2.19555594,2.666899188,2.070462998,2.25592917,2.759659247,3.335323419,2.435622198,3.68492056,3.963808605,3.506963608,2.175657875,1.704204049,2.264741858,2.128044306,1.830897378,1.713694298,3.000604412,2.991531605,3.867999754,3.467056034,3.877787065,3.144658085,2.621781844,2.858386469,3.113460182,1.732465181
Gpm6a,0.80830009,0.788287641,0.750848487,1.402288851,1.110885303,0.610607728,0.558513768,1.250459119,1.106182853,1.281798351,1.021617812,0.428903661,0.335253861,0.68180441,0.4733736,0.714239038,1.000855874,0.207572196,1.801280406,0.657559924,1.970936112,2.18933558,0.610493841,0.914690279,1.068285605,1.146819716,1.214582499,0.507408657,0.352128531,0.875969981,0.71537117,0.829343961,0.567549465,0.867101178,0.176027348,2.031772837,0.909280736,0.663032566,0.551195579,0.741470264,1.112608612,1.083431395,1.052640759,1.052647721,0.416453902,0.904192516,0.5520408,0.505481132,0.518587678,0.505459722,0.841664325,0.841664325,0.365050549,0.49971663,0.49717399,0.526873018,0.912417442,0.209513287,0,0.288547315,1.126413691,0.924907884,1.369370222,1.325323454,1.224680097,1.624144037,0.508199602,0.772841573,1.364802383,1.776182019,1.616643063,1.272605094,0.498952112,0.240549932,0.489360634,1.097572239,0.22918082,1.188429997,1.052896929,0.500491149,0.790950543,0.421918171,1.197266051,0.906248089,0.211310745
Gpm6a,0,0,0.457661305,0,0,0,0.269326143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135983346,0.122344234,0,0,0,0,0,0,0,0,0,0,0,0.178421588,0,0.106648053,0,0,0,0.272166605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135992716,0.16535225,0,0,0,0,0,0.121052135,0.154416044,0,0,0,0,0.149668357,0.124687813,0,0,0,0,0,0,0,0,0,0,0,0,0.55151351
Hmgb2,3.736436183,3.946361715,1.331217065,4.024473102,3.768097079,1.63866462,3.701572664,3.726039836,3.460402108,3.639748343,2.93346764,1.074613716,0.882750052,3.743011817,2.618858575,1.756903266,3.350888191,0.706183116,3.646759772,1.757643045,3.76838834,4.367513622,3.340629778,1.407261318,2.890931778,3.082510657,2.087917052,3.881114445,1.466140024,3.545332059,3.027431977,2.168491542,3.476510342,3.65237567,1.560256691,3.092690416,2.835369439,2.731335699,1.980532736,2.700543056,2.496039054,3.509722467,1.891609486,3.156518201,0.75395906,3.055126072,4.060558157,1.960710037,3.968110424,1.960663672,3.384259246,3.384259246,1.955769818,3.144504629,3.270121941,0.688983395,3.087603188,2.943881062,0.508438543,3.090426849,3.854851174,3.506082104,4.028620872,3.231365109,2.642625473,3.787856061,3.662497428,1.430891193,3.552142094,3.4780363,2.356817209,3.390585691,3.643617436,2.578410678,3.824333015,3.163384605,0.738894092,3.236183896,3.730771915,1.784263861,4.120310755,0.174612074,3.784500941,3.63368291,1.097159226
Cpe,3.134975429,3.407851788,3.061528991,3.089148597,3.069178812,3.003615863,2.910523581,3.089105743,2.885924962,3.149568766,3.395077003,2.923906609,2.916933327,3.061883835,3.268803486,3.196320297,3.203210787,2.777606088,2.971881074,2.798915122,2.812299211,3.099110803,3.53490159,3.189296729,3.249161108,3.389127306,3.161705709,3.690739161,3.195220518,3.362513704,3.437979907,3.161982057,3.437166313,2.924875867,3.045590948,2.648714219,2.990518913,3.573938096,3.149595936,3.028439399,2.939033568,2.789147321,2.909354599,3.16048157,3.046115949,2.915143878,2.875682189,2.76558603,3.070324227,2.765535467,2.855776121,2.855776121,2.984517094,3.475427517,2.796466902,2.861443777,3.230457454,3.05443935,2.726776672,3.134644742,3.184527965,2.820028686,3.097237826,3.099697598,2.95077979,2.962766715,3.176594,3.159411343,2.67728682,2.885461522,2.936860001,2.840785018,3.22634488,3.0995726,3.095114888,3.254843088,2.663414033,3.232424036,3.202368906,2.727078052,3.470874415,2.909978712,2.934324093,3.31736804,2.734369933
Atp6v1b2,0.057115976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061209634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051196244,0.051196244,0,0,0.048819464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp6v1b2,1.005051488,0.880805336,1.413153917,1.825132277,0.67442553,1.747607514,1.629622372,1.689440014,1.397329934,1.609227898,1.193047455,1.536989556,2.34900241,1.907784429,0.538345908,0.985130796,1.311873952,1.837677067,0.73677167,0.671164274,1.088843601,1.062814675,1.991580768,1.3936612,2.096197692,1.668713392,1.617230802,1.383341809,1.655186887,2.430640423,1.303158076,2.307166794,2.099895475,1.250494783,1.150588276,1.973434365,1.875728394,0.522374071,1.594319536,1.457328749,1.767637762,0.941338792,1.312876879,1.466910719,1.492088758,2.137290524,1.49770273,2.615444521,2.009821792,2.615394508,2.531092347,2.531092347,2.396304617,1.777916002,1.709969618,1.546821963,2.112321229,1.477407993,1.458002545,1.371326097,1.273372967,1.036228263,1.596959483,1.597138102,1.462331975,1.367350544,0.612309304,2.302086342,0.931812589,1.43018412,1.161205959,1.736268009,1.245885147,1.39868358,1.99231731,1.935787069,2.695682498,2.375604389,1.533812906,2.317197177,1.171498223,1.464959051,1.194228812,1.279564994,1.611196276
Atp6v1b2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081261754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083074306,0,0,0,0,0,0,0,0,0,0,0,0,0.118833104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ncan,4.098017185,3.568097663,3.619140896,3.865834451,4.604515023,3.329323091,3.448988145,4.241923595,5.097109463,4.239029719,3.657907672,3.558461841,4.276879658,4.304344607,3.823194307,3.789965031,3.64856084,3.213568142,3.679522668,3.643312192,3.701168192,4.697009638,3.795491741,4.644940043,3.584733711,3.810397582,4.097345874,4.023504562,4.288352818,4.259635,3.99676252,4.212756194,3.839382836,4.670518299,4.689009018,4.068063196,3.992689468,3.511397743,3.785453419,4.374990822,3.913731247,3.352750345,3.217488861,3.068902935,3.244517408,3.108631701,3.313703004,3.252304355,3.312445619,3.252252483,3.520840277,3.520840277,3.324002168,3.373265571,3.259789441,3.296586336,3.156759192,3.510218378,3.434898907,3.030418229,3.439264753,3.485091504,3.724607699,4.282207674,4.090994532,4.811906892,3.941742286,3.021037304,3.192748337,3.829225484,3.865686001,4.147238502,3.429723138,3.530409952,3.760371167,4.163153303,3.086742131,3.507694222,3.616056646,4.843318602,3.117526757,3.217733189,4.131715504,3.791293854,3.333915077
Ncan,4.31001689,4.491802234,4.887064708,4.311751423,4.400048764,4.895832999,4.455838895,4.74046005,4.467662577,4.649295428,4.437056875,4.323161281,4.398112257,4.608194338,4.316876349,4.365240342,4.554036901,4.878293905,4.642763786,4.953528865,4.304864451,4.458578123,4.668261948,4.522161635,4.517831336,4.374032967,4.563273726,4.354349899,4.78289914,4.486872744,4.40493623,5.097137457,4.284620742,4.972249171,4.617936904,4.247836106,4.673875792,4.147512203,4.495414809,4.43534818,4.306884405,4.680175613,5.060863028,4.542334615,4.668368732,4.714088775,4.413260252,4.831469696,4.902125126,4.831416167,4.636192726,4.636192726,4.729443354,4.68055978,4.554156002,4.606480835,4.678063756,4.528172287,4.863201276,4.636127718,4.873508872,4.51162065,4.86039948,4.687484547,4.639700384,4.779996124,4.760940014,4.4997909,4.393288995,4.490863619,4.65935063,4.339828849,4.71903848,4.81071077,4.573417228,4.309061637,4.635463307,4.575672853,4.720615988,5.134936724,4.372968386,4.811838641,4.42529162,4.641162026,5.02344907
Ncan,0,0.471774929,0,0,0,0.430852021,0,0.112051383,0.156871549,0.215680659,0,0,0,0,0.543856532,0.15973596,0.113751934,0,0,0,0,0,0.282997853,0.499602373,0,0,0,0.691775838,0,0.150605527,0.743509447,0,0,0,0,0,0.240885696,0,0,0,0,0,0.174080028,0,0,0,0.243017134,0,0,0,0,0,0,0,0.522571143,0,0.556395583,0,0,0.334737204,0,0.443396364,0,0,0,0,0,0,0,0,0,0,0.452299652,0,0,0.631975303,0,0.488558915,0,0.343309801,0,0,0.150710071,0,0.211835561
Ncan,1.826161435,0.738470662,0.678413744,0.772232526,1.056679301,0.981642522,1.093880356,1.175237608,0.712709105,0.508624657,1.501526356,0.348355572,0.814465323,1.614022269,1.388223602,0.759348045,1.441852258,0.591954736,1.241864199,0.512375926,0.645995267,1.124052702,0.67247683,0.191816144,1.738049172,0.922456144,0.207485656,1.491743625,0.715609371,0.644879411,2.156435305,0.468943092,1.47287424,1.299154738,0.321776313,1.242865884,0.578105673,1.71333819,0.486549324,0.78007988,0.678840273,0.86882953,0.59513602,2.126376232,0.531894889,1.532812856,1.490925213,0.400794722,0.771954931,0.400776904,1.474315918,1.474315918,0.741020031,0.403234597,1.437482674,0.524625464,0.845471544,1.492445265,0.777514544,0.748287941,1.99245822,0.961338126,0.885998193,1.95917563,0.646287978,1.459851524,1.979455305,1.600894913,0.709643077,0.595068278,0.595187806,1.145229069,1.171884782,0.384650781,1.358493799,1.681568794,0.459795667,0.876271578,2.146348916,0.792012441,1.726961255,0,1.299365336,1.09789016,0.485667598
